CommitId;RefactoringType;RefactoringDetail
3b1e377f36ce1262cc508b22526e9997cb8dcb62;Extract Interface;Extract Interface	com.facebook.imagepipeline.image.HasImageMetadata from classes [com.facebook.imagepipeline.image.CloseableImage]
aaae354a32c0b93764c4b18ecf9eddada8e7b7f2;Rename Parameter;Rename Parameter	requestState : FetchState to fetchState : OkHttpNetworkFetchState in method public fetch(fetchState OkHttpNetworkFetchState, callback Callback) : void in class com.facebook.imagepipeline.backends.okhttp.OkHttpNetworkFetcher
aaae354a32c0b93764c4b18ecf9eddada8e7b7f2;Change Parameter Type;Change Parameter Type	requestState : FetchState to fetchState : OkHttpNetworkFetchState in method public fetch(fetchState OkHttpNetworkFetchState, callback Callback) : void in class com.facebook.imagepipeline.backends.okhttp.OkHttpNetworkFetcher
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Change Attribute Type;Change Attribute Type	mJobScheduler : JobScheduler<PooledByteBuffer> to mJobScheduler : JobScheduler<PooledByteBuffer,Void> in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Change Attribute Type;Change Attribute Type	mJobRunnable : JobRunnable<T> to mJobRunnable : JobRunnable<T,E> in class com.facebook.imagepipeline.producers.JobScheduler
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Change Parameter Type;Change Parameter Type	jobRunnable : JobRunnable<T> to jobRunnable : JobRunnable<T,E> in method public JobScheduler(executor Executor, jobRunnable JobRunnable<T,E>, minimumJobIntervalMs int) in class com.facebook.imagepipeline.producers.JobScheduler
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Extract Method;Extract Method	public updateJob(inputRef CloseableReference<T>, extra E, isLast boolean) : boolean extracted from public updateJob(inputRef CloseableReference<T>, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.JobScheduler
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Move Attribute;Move Attribute	private mExecutor : Executor from class com.facebook.imagepipeline.producers.ImageTransformProducer to private mExecutor : Executor from class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Move Attribute;Move Attribute	private mPooledByteBufferFactory : PooledByteBufferFactory from class com.facebook.imagepipeline.producers.ImageTransformProducer to private mPooledByteBufferFactory : PooledByteBufferFactory from class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Change Parameter Type;Change Parameter Type	consumer : Consumer<T> to consumer : Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>> in method public produceResults(consumer Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>>, context ProducerContext) : void in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
e720a81d391eecbb024607d8ee4b8ec4cc0a2041;Move Method;Move Method	public produceResults(consumer Consumer<T>, context ProducerContext) : void from class com.facebook.imagepipeline.producers.ImageTransformProducer to public produceResults(consumer Consumer<Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>>, context ProducerContext) : void from class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
d7cd92bfb6ae24ca8b4db34f28cb5706890bfa77;Extract Method;Extract Method	private getStateIfUnknown(isLast boolean) : TriState extracted from protected shouldTransform(input Pair<CloseableReference<PooledByteBuffer>,ImageTransformMetaData>, imageRequest ImageRequest, isLast boolean) : TriState in class com.facebook.imagepipeline.producers.ResizeAndRotateProducer
d7cd92bfb6ae24ca8b4db34f28cb5706890bfa77;Move Method;Move Method	private getRotationAngle(inputRef CloseableReference<PooledByteBuffer>) : int from class com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer.AddImageTransformMetaDataConsumer to private getRotationAngle(inputRef CloseableReference<PooledByteBuffer>) : int from class com.facebook.imagepipeline.producers.AddImageTransformMetaDataProducer
3bef4811fe90a6b62e670c71d0818d51c997a440;Rename Parameter;Rename Parameter	returnValue : CloseableReference<PooledByteBuffer> to result : CloseableReference<PooledByteBuffer> in method protected disposeResult(result CloseableReference<PooledByteBuffer>) : void in class com.facebook.imagepipeline.producers.WebpTranscodeProducer.transcodeLastResult.runnable
3bef4811fe90a6b62e670c71d0818d51c997a440;Rename Method;Rename Method	protected closeReturnValue(returnValue CloseableReference<PooledByteBuffer>) : void renamed to protected disposeResult(result CloseableReference<PooledByteBuffer>) : void in class com.facebook.imagepipeline.producers.WebpTranscodeProducer.transcodeLastResult.runnable
3bef4811fe90a6b62e670c71d0818d51c997a440;Rename Method;Rename Method	protected shouldTransform(imageRef CloseableReference<PooledByteBuffer>, imageRequest ImageRequest, isLast boolean) : TriState renamed to private shouldTranscode(imageRef CloseableReference<PooledByteBuffer>) : TriState in class com.facebook.imagepipeline.producers.WebpTranscodeProducer
3bef4811fe90a6b62e670c71d0818d51c997a440;Rename Method;Rename Method	protected transform(imageRef CloseableReference<PooledByteBuffer>, outputStream PooledByteBufferOutputStream, imageRequest ImageRequest, unused Void) : void renamed to private doTranscode(imageRef CloseableReference<PooledByteBuffer>, outputStream PooledByteBufferOutputStream) : void in class com.facebook.imagepipeline.producers.WebpTranscodeProducer
3634b9b63939f310bd288342361eeaa648226f4b;Change Package;Change Package	com.facebook.fresco.sample to com.facebook.samples.comparison
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.test.ScrollTest moved to com.facebook.samples.comparison.test.ScrollTest
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.Drawables moved to com.facebook.samples.comparison.Drawables
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.MainActivity moved to com.facebook.samples.comparison.MainActivity
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.FrescoAdapter moved to com.facebook.samples.comparison.adapters.FrescoAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.GlideAdapter moved to com.facebook.samples.comparison.adapters.GlideAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.ImageListAdapter moved to com.facebook.samples.comparison.adapters.ImageListAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.PicassoAdapter moved to com.facebook.samples.comparison.adapters.PicassoAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.UilAdapter moved to com.facebook.samples.comparison.adapters.UilAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.VolleyAdapter moved to com.facebook.samples.comparison.adapters.VolleyAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.adapters.VolleyDraweeAdapter moved to com.facebook.samples.comparison.adapters.VolleyDraweeAdapter
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.ConfigConstants moved to com.facebook.samples.comparison.configs.ConfigConstants
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.glide.SampleGlideModule moved to com.facebook.samples.comparison.configs.glide.SampleGlideModule
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.imagepipeline.ImagePipelineConfigFactory moved to com.facebook.samples.comparison.configs.imagepipeline.ImagePipelineConfigFactory
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.picasso.SamplePicassoFactory moved to com.facebook.samples.comparison.configs.picasso.SamplePicassoFactory
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.uil.SampleUilFactory moved to com.facebook.samples.comparison.configs.uil.SampleUilFactory
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.volley.SampleVolleyFactory moved to com.facebook.samples.comparison.configs.volley.SampleVolleyFactory
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.configs.volley.VolleyMemoryCache moved to com.facebook.samples.comparison.configs.volley.VolleyMemoryCache
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.instrumentation.Instrumentation moved to com.facebook.samples.comparison.instrumentation.Instrumentation
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.instrumentation.Instrumented moved to com.facebook.samples.comparison.instrumentation.Instrumented
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.instrumentation.InstrumentedDraweeView moved to com.facebook.samples.comparison.instrumentation.InstrumentedDraweeView
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.instrumentation.InstrumentedImageView moved to com.facebook.samples.comparison.instrumentation.InstrumentedImageView
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.instrumentation.InstrumentedNetworkImageView moved to com.facebook.samples.comparison.instrumentation.InstrumentedNetworkImageView
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.instrumentation.PerfListener moved to com.facebook.samples.comparison.instrumentation.PerfListener
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.urlsfetcher.ImageUrlsFetcher moved to com.facebook.samples.comparison.urlsfetcher.ImageUrlsFetcher
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.urlsfetcher.ImageUrlsRequest moved to com.facebook.samples.comparison.urlsfetcher.ImageUrlsRequest
3634b9b63939f310bd288342361eeaa648226f4b;Move Class;Move Class	com.facebook.fresco.sample.urlsfetcher.ImageUrlsRequestBuilder moved to com.facebook.samples.comparison.urlsfetcher.ImageUrlsRequestBuilder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	context : ProducerContext to producerContext : ProducerContext in method public produceResults(consumer Consumer<CloseableReference<CloseableImage>>, producerContext ProducerContext) : void in class com.facebook.imagepipeline.producers.DecodeProducer
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to ref : CloseableReference<PooledByteBuffer> in method protected updateDecodeJob(ref CloseableReference<PooledByteBuffer>, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	qualityInfo : QualityInfo to quality : QualityInfo in method private getExtraMap(queueTime long, quality QualityInfo, isFinal boolean) : Map<String,String> in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	finish : boolean to shouldFinish : boolean in method private maybeFinish(shouldFinish boolean) : void in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to ref : CloseableReference<PooledByteBuffer> in method protected abstract getImageFormat(ref CloseableReference<PooledByteBuffer>) : ImageFormat in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to ref : CloseableReference<PooledByteBuffer> in method protected abstract getIntermediateImageEndOffset(ref CloseableReference<PooledByteBuffer>) : int in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to ref : CloseableReference<PooledByteBuffer> in method protected abstract getQualityInfo(ref CloseableReference<PooledByteBuffer>) : QualityInfo in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Variable;Rename Variable	decodedImage : CloseableImage to image : CloseableImage in method private doDecode(bytesRef CloseableReference<PooledByteBuffer>, isLast boolean) : void in class com.facebook.imagepipeline.producers.DecodeProducer.ProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to inputRef : CloseableReference<PooledByteBuffer> in method protected getImageFormat(inputRef CloseableReference<PooledByteBuffer>) : ImageFormat in class com.facebook.imagepipeline.producers.DecodeProducer.LocalImagesProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to inputRef : CloseableReference<PooledByteBuffer> in method protected getIntermediateImageEndOffset(inputRef CloseableReference<PooledByteBuffer>) : int in class com.facebook.imagepipeline.producers.DecodeProducer.LocalImagesProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to inputRef : CloseableReference<PooledByteBuffer> in method protected getQualityInfo(inputRef CloseableReference<PooledByteBuffer>) : QualityInfo in class com.facebook.imagepipeline.producers.DecodeProducer.LocalImagesProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to inputRef : CloseableReference<PooledByteBuffer> in method protected updateDecodeJob(inputRef CloseableReference<PooledByteBuffer>, isLast boolean) : boolean in class com.facebook.imagepipeline.producers.DecodeProducer.NetworkImagesProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to inputRef : CloseableReference<PooledByteBuffer> in method protected getImageFormat(inputRef CloseableReference<PooledByteBuffer>) : ImageFormat in class com.facebook.imagepipeline.producers.DecodeProducer.NetworkImagesProgressiveDecoder
50049ff5a050328b81b52c619a1ff36d17f47dc1;Rename Parameter;Rename Parameter	imageBytesRef : CloseableReference<PooledByteBuffer> to inputRef : CloseableReference<PooledByteBuffer> in method protected getIntermediateImageEndOffset(inputRef CloseableReference<PooledByteBuffer>) : int in class com.facebook.imagepipeline.producers.DecodeProducer.NetworkImagesProgressiveDecoder
